ID,Age,Sex,Ethnicity,University_Degree,Flu_Vaccination_History,Living_Area,Before_Perception
1924,26,Male,White,No,No,Urban,5
1925,46,Male,Asian,No,No,Urban,2
1926,34,Female,White,No,Yes,Urban,2
1927,24,Male,Latino,No,Yes,Urban,4
1928,30,Female,White,Yes,Yes,Urban,5
1929,35,Male,White,No,No,Urban,4
1930,57,Male,Black,No,Yes,Urban,2
1931,51,Male,Black,No,No,Urban,3
1932,28,Female,Latino,No,Yes,Urban,5
1933,31,Male,White,No,No,Urban,3
1934,33,Male,Latino,Yes,Yes,Urban,1
1935,60,Female,White,No,Yes,Urban,5
1936,36,Male,White,No,No,Urban,3
1937,26,Female,White,No,Yes,Urban,3
1938,46,Female,Latino,No,No,Urban,5
1939,26,Female,White,Yes,Yes,Rural,4
1940,19,Male,Black,No,No,Urban,2
1941,57,Male,White,No,No,Urban,1
1942,24,Male,Black,No,No,Urban,2
1943,53,Female,White,Yes,No,Urban,4
1944,38,Female,Latino,Yes,Yes,Urban,5
1945,40,Female,White,Yes,Yes,Urban,1
1946,53,Male,White,No,No,Rural,4
1947,48,Female,Others,Yes,No,Urban,5
1948,45,Male,White,No,No,Urban,1
1949,33,Male,Black,Yes,Yes,Urban,2
1950,42,Male,White,No,Yes,Urban,1
1951,53,Male,White,Yes,Yes,Urban,5
1952,26,Male,White,Yes,Yes,Rural,1
1953,20,Male,Latino,No,No,Urban,3
1954,27,Female,White,No,No,Urban,4
1955,53,Male,Black,No,No,Urban,1
1956,26,Male,Latino,No,No,Urban,4
1957,18,Female,White,No,No,Urban,1
1958,18,Male,Latino,No,Yes,Urban,5
1959,26,Male,White,Yes,No,Urban,4
1960,44,Female,White,No,Yes,Urban,5
1961,48,Male,Black,No,No,Urban,1
1962,20,Female,White,No,No,Urban,3
1963,60,Female,White,No,Yes,Urban,1
1964,36,Female,White,No,No,Urban,2
1965,50,Female,Others,No,No,Urban,3
1966,23,Female,White,Yes,Yes,Urban,5
1967,43,Female,Black,No,No,Urban,3
1968,63,Male,Black,No,Yes,Rural,1
1969,60,Female,White,Yes,Yes,Rural,1
1970,41,Female,Latino,No,No,Urban,1
1971,37,Male,White,No,Yes,Rural,5
1972,59,Male,White,No,No,Rural,2
1973,30,Male,Black,Yes,Yes,Rural,1
1974,35,Female,White,No,No,Urban,3
1975,46,Male,Black,No,Yes,Urban,5
1976,46,Male,White,Yes,Yes,Urban,1
1977,58,Female,White,Yes,No,Urban,1
1978,64,Male,White,No,No,Urban,3
1979,33,Female,Black,No,No,Rural,1
1980,21,Female,White,Yes,Yes,Urban,4
1981,61,Female,Asian,Yes,Yes,Urban,5
1982,64,Female,Black,No,No,Urban,2
1983,47,Male,Latino,No,No,Urban,1
1984,28,Female,White,Yes,Yes,Urban,4
1985,18,Female,White,No,No,Rural,4
1986,64,Male,Black,Yes,No,Rural,4
1987,45,Male,White,No,Yes,Rural,2
1988,25,Female,Others,No,No,Urban,2
1989,27,Female,White,No,No,Urban,5
1990,23,Female,Asian,No,Yes,Urban,4
1991,56,Female,Latino,No,No,Rural,2
1992,45,Male,White,Yes,No,Urban,4
1993,55,Male,White,No,Yes,Urban,5
1994,32,Female,Black,No,Yes,Urban,2
1995,61,Male,White,No,No,Urban,4
1996,43,Male,White,No,Yes,Rural,5
1997,56,Female,White,No,Yes,Urban,3
1998,64,Male,Asian,No,No,Urban,2
1999,22,Female,White,No,Yes,Urban,1
2000,20,Female,Latino,No,No,Rural,4
2001,57,Male,Asian,No,Yes,Urban,4
2002,30,Male,White,Yes,Yes,Urban,3
2003,35,Male,White,No,Yes,Rural,1
2004,46,Female,White,No,No,Urban,1
2005,41,Male,White,No,Yes,Urban,4
2006,35,Female,Others,Yes,Yes,Urban,4
2007,34,Female,Black,No,No,Urban,2
2008,57,Female,White,No,Yes,Urban,4
2009,49,Female,Latino,No,Yes,Rural,3
2010,53,Male,Others,Yes,Yes,Urban,4
2011,23,Female,Latino,No,Yes,Urban,1
2012,39,Male,Latino,Yes,No,Urban,3
2013,33,Male,Black,Yes,No,Urban,5
2014,54,Female,White,No,No,Urban,3
2015,27,Female,White,Yes,Yes,Urban,2
2016,59,Male,White,No,Yes,Urban,2
2017,45,Female,White,Yes,No,Urban,4
2018,60,Female,White,Yes,Yes,Urban,2
2019,25,Male,White,Yes,No,Urban,5
2020,44,Male,White,No,Yes,Urban,1
2021,54,Female,Latino,No,Yes,Urban,3
2022,59,Male,Black,No,Yes,Urban,1
2023,60,Male,White,Yes,No,Urban,3
2024,42,Male,White,Yes,No,Urban,4
2025,59,Female,White,No,No,Urban,4
2026,44,Male,White,No,No,Urban,4
2027,35,Female,White,No,Yes,Urban,5
2028,20,Female,Black,No,No,Urban,4
2029,51,Male,Black,No,Yes,Rural,3
2030,30,Male,White,Yes,Yes,Urban,3
2031,48,Female,White,Yes,No,Urban,1
2032,31,Female,Asian,No,Yes,Urban,4
2033,52,Female,White,No,Yes,Urban,4
2034,46,Female,White,No,Yes,Urban,3
2035,32,Female,Latino,No,Yes,Urban,5
2036,47,Female,Asian,No,No,Rural,3
2037,30,Female,Asian,Yes,No,Urban,4
2038,61,Female,Latino,No,Yes,Urban,1
2039,29,Male,Black,No,No,Rural,5
2040,39,Female,Latino,No,No,Urban,1
2041,23,Female,White,No,Yes,Urban,3
2042,24,Female,Black,Yes,Yes,Rural,3
2043,47,Male,Black,No,Yes,Urban,3
2044,49,Male,White,Yes,No,Urban,2
2045,55,Female,Latino,Yes,Yes,Urban,1
2046,18,Male,Latino,No,Yes,Urban,3
2047,53,Male,White,No,Yes,Urban,3
2048,44,Female,White,No,No,Urban,2
2049,56,Female,Latino,Yes,No,Rural,3
2050,61,Male,White,No,No,Urban,3
2051,29,Female,White,No,No,Rural,3
2052,56,Male,White,No,No,Urban,2
2053,23,Male,Latino,No,No,Urban,5
2054,56,Male,White,No,Yes,Urban,2
2055,41,Male,White,Yes,Yes,Rural,4
2056,21,Male,Black,No,No,Urban,3
2057,21,Female,White,No,No,Urban,4
2058,57,Female,White,No,Yes,Urban,2
2059,21,Male,White,Yes,No,Urban,3
2060,34,Male,White,Yes,No,Urban,5
2061,39,Male,White,No,Yes,Urban,5
2062,44,Female,Latino,No,Yes,Urban,4
2063,26,Female,Asian,No,Yes,Urban,5
2064,42,Female,Black,No,No,Urban,4
2065,53,Female,White,No,Yes,Urban,1
2066,59,Female,Latino,No,Yes,Urban,2
2067,55,Male,Black,No,Yes,Urban,2
2068,55,Female,Latino,No,No,Rural,3
2069,46,Male,Black,Yes,Yes,Urban,2
2070,21,Male,White,No,Yes,Urban,2
2071,35,Male,White,No,Yes,Urban,5
2072,32,Female,White,No,No,Urban,5
2073,44,Male,Latino,No,Yes,Urban,1
2074,52,Female,White,No,No,Urban,2
2075,28,Male,White,No,Yes,Rural,1
2076,53,Male,White,No,No,Urban,4
2077,25,Male,White,Yes,Yes,Urban,1
2078,45,Male,White,Yes,Yes,Urban,2
2079,55,Male,White,No,Yes,Urban,1
2080,18,Male,White,Yes,Yes,Urban,2
2081,45,Male,White,No,No,Urban,2
2082,22,Male,White,No,Yes,Rural,5
2083,30,Female,Others,No,No,Urban,1
2084,61,Male,Black,Yes,Yes,Urban,5
2085,22,Male,White,Yes,Yes,Urban,2
2086,35,Male,White,Yes,No,Urban,5
2087,50,Male,Latino,No,No,Urban,1
2088,19,Male,White,No,Yes,Urban,4
2089,40,Male,White,No,No,Urban,3
2090,20,Male,White,Yes,Yes,Rural,2
2091,34,Female,White,No,Yes,Urban,3
2092,47,Female,White,No,Yes,Urban,3
2093,48,Male,White,No,No,Urban,1
2094,26,Male,White,No,No,Urban,2
2095,27,Male,White,No,No,Urban,2
2096,26,Male,White,Yes,No,Urban,4
2097,47,Female,White,No,Yes,Urban,2
2098,37,Female,White,No,Yes,Rural,3
2099,63,Male,Latino,No,Yes,Urban,5
2100,23,Male,White,No,No,Urban,1
2101,55,Female,Black,No,No,Rural,1
2102,49,Male,Latino,No,No,Urban,4
2103,38,Male,White,Yes,No,Urban,4
2104,43,Female,White,No,Yes,Rural,3
2105,37,Male,White,No,No,Rural,5
2106,52,Female,Black,No,Yes,Urban,1
2107,29,Female,White,No,No,Urban,5
2108,53,Male,Black,No,Yes,Rural,2
2109,63,Female,White,Yes,No,Urban,2
2110,48,Male,Latino,Yes,Yes,Urban,4
2111,20,Female,Black,No,No,Urban,2
2112,25,Female,Latino,No,No,Urban,2
2113,62,Female,White,Yes,Yes,Urban,5
2114,37,Male,White,Yes,No,Rural,2
2115,36,Male,White,No,Yes,Rural,1
2116,23,Male,White,Yes,Yes,Rural,5
2117,20,Female,Latino,No,No,Urban,4
2118,48,Female,White,Yes,No,Urban,3
2119,47,Male,Black,Yes,No,Urban,5
2120,58,Female,White,No,Yes,Urban,5
2121,26,Female,White,No,Yes,Urban,5
2122,47,Female,White,No,No,Urban,1
2123,21,Male,Latino,No,No,Urban,5
2124,35,Female,Latino,No,No,Urban,5
2125,36,Male,Black,No,No,Rural,4
2126,31,Male,White,No,No,Urban,3
2127,55,Female,Black,Yes,Yes,Urban,1
2128,19,Female,White,No,No,Rural,4
2129,62,Male,White,Yes,No,Urban,3
2130,28,Female,Latino,No,No,Urban,4
2131,46,Female,Latino,No,No,Urban,2
2132,54,Female,Black,No,No,Urban,1
2133,63,Female,Latino,No,Yes,Urban,1
2134,59,Female,White,No,Yes,Urban,4
2135,45,Female,Latino,No,No,Urban,5
2136,38,Female,Black,Yes,Yes,Rural,5
2137,42,Male,White,Yes,No,Urban,4
2138,30,Male,White,No,Yes,Urban,3
2139,37,Male,Latino,No,Yes,Urban,5
2140,56,Female,White,No,Yes,Rural,5
2141,51,Female,Latino,No,No,Urban,3
2142,56,Female,Latino,No,Yes,Urban,3
2143,62,Male,White,Yes,Yes,Urban,3
2144,25,Male,White,No,No,Urban,4
2145,36,Male,Others,No,No,Rural,3
2146,22,Male,White,No,Yes,Rural,2
2147,56,Male,White,No,No,Urban,2
2148,41,Male,White,Yes,Yes,Rural,1
2149,48,Male,Black,Yes,Yes,Urban,2
2150,39,Female,White,No,No,Urban,1
2151,56,Male,White,No,Yes,Urban,1
2152,53,Male,Latino,No,Yes,Urban,4
2153,37,Male,White,No,Yes,Urban,4
2154,61,Female,White,No,Yes,Urban,1
2155,55,Female,White,No,No,Urban,2
2156,32,Female,Latino,Yes,No,Urban,1
2157,18,Female,White,No,No,Urban,1
2158,18,Female,White,Yes,No,Urban,5
2159,21,Male,White,Yes,Yes,Urban,4
2160,47,Female,Black,Yes,Yes,Urban,4
2161,34,Male,Asian,No,Yes,Urban,4
2162,24,Male,Latino,No,No,Urban,4
2163,61,Male,Others,No,Yes,Urban,3
2164,44,Male,Asian,Yes,Yes,Urban,2
2165,58,Male,White,No,Yes,Urban,1
2166,40,Male,Latino,Yes,Yes,Urban,4
2167,47,Male,White,Yes,No,Urban,3
2168,18,Female,White,No,Yes,Urban,4
2169,43,Male,White,Yes,No,Urban,2
2170,61,Male,White,Yes,No,Urban,2
2171,64,Female,White,No,No,Urban,1
2172,35,Female,Black,Yes,No,Urban,4
2173,46,Male,Black,Yes,Yes,Urban,4
2174,36,Female,White,No,Yes,Urban,4
2175,26,Male,Black,Yes,Yes,Urban,3
2176,26,Male,White,No,Yes,Urban,3
2177,37,Male,Latino,No,Yes,Urban,1
2178,27,Female,White,No,Yes,Urban,2
2179,59,Female,White,No,No,Rural,5
2180,45,Female,Latino,Yes,No,Urban,4
2181,40,Female,Black,No,No,Urban,5
2182,35,Female,White,No,Yes,Urban,2
2183,26,Male,Latino,Yes,Yes,Urban,4
2184,36,Female,White,No,Yes,Urban,2
2185,43,Female,White,No,No,Urban,2
2186,50,Female,Black,No,Yes,Urban,5
2187,60,Male,White,No,No,Urban,1
2188,58,Male,White,Yes,No,Rural,3
2189,22,Male,White,No,No,Urban,1
2190,23,Female,Latino,No,No,Urban,5
2191,21,Female,White,No,No,Urban,3
2192,42,Female,White,No,Yes,Rural,5
2193,30,Male,Latino,No,Yes,Urban,5
2194,45,Male,Others,No,No,Urban,5
2195,24,Female,Latino,No,Yes,Urban,5
2196,21,Male,White,No,Yes,Urban,5
2197,22,Female,White,Yes,Yes,Rural,1
2198,62,Male,White,Yes,No,Urban,3
2199,29,Male,White,No,Yes,Urban,3
2200,34,Male,White,Yes,Yes,Urban,3
2201,57,Female,White,No,Yes,Urban,3
2202,55,Female,Black,Yes,Yes,Rural,3
2203,44,Male,White,Yes,No,Urban,4
2204,41,Female,Black,No,Yes,Urban,3
2205,54,Male,White,No,No,Urban,3
2206,29,Female,White,Yes,No,Urban,3
2207,36,Male,White,Yes,No,Urban,5
2208,33,Female,White,Yes,Yes,Urban,3
2209,55,Female,Latino,Yes,No,Urban,3
2210,40,Male,White,Yes,No,Urban,4
2211,51,Female,White,Yes,Yes,Urban,1
2212,51,Female,Black,No,No,Rural,3
2213,28,Male,White,No,No,Urban,5
2214,31,Male,Others,No,Yes,Rural,3
2215,42,Male,Black,Yes,No,Urban,2
2216,21,Male,White,Yes,No,Rural,4
2217,54,Female,White,Yes,Yes,Urban,1
2218,59,Male,White,No,No,Urban,2
2219,35,Female,White,No,Yes,Rural,4
2220,28,Male,White,No,Yes,Urban,3
2221,49,Male,White,No,Yes,Urban,4
2222,27,Male,Black,No,No,Urban,1
2223,34,Female,Black,Yes,No,Rural,5
2224,31,Male,White,No,Yes,Urban,2
2225,34,Male,White,No,No,Urban,2
2226,23,Female,Black,No,Yes,Urban,4
2227,21,Male,White,Yes,No,Rural,5
2228,18,Male,Black,Yes,No,Urban,1
2229,60,Male,White,No,Yes,Urban,3
2230,63,Male,Latino,No,No,Urban,1
2231,53,Female,Latino,Yes,Yes,Urban,3
2232,60,Female,White,No,Yes,Urban,3
2233,46,Male,White,No,Yes,Urban,3
2234,54,Male,White,No,No,Urban,1
2235,48,Female,White,No,No,Urban,5
2236,61,Male,White,No,No,Urban,3
2237,26,Female,White,No,No,Urban,3
2238,59,Male,White,Yes,Yes,Urban,3
2239,63,Male,White,Yes,Yes,Urban,3
2240,43,Male,White,No,No,Urban,3
2241,33,Female,Black,Yes,Yes,Urban,1
2242,57,Female,White,No,No,Urban,2
2243,48,Female,White,No,No,Rural,2
2244,44,Female,White,Yes,Yes,Urban,2
2245,58,Male,White,Yes,Yes,Urban,3
2246,39,Female,Latino,No,Yes,Rural,3
2247,27,Male,White,Yes,No,Rural,1
2248,40,Male,Asian,Yes,Yes,Urban,5
2249,22,Female,White,No,No,Urban,1
2250,54,Male,Black,No,Yes,Urban,2
2251,27,Female,White,No,No,Urban,2
2252,30,Female,White,No,No,Urban,5
2253,50,Male,White,No,Yes,Urban,1
2254,54,Female,White,No,No,Urban,2
2255,23,Female,White,No,Yes,Urban,3
2256,61,Male,White,Yes,Yes,Urban,2
2257,52,Male,White,No,No,Urban,4
2258,51,Male,Asian,Yes,Yes,Urban,5
2259,37,Male,Latino,Yes,No,Urban,1
2260,19,Male,Asian,No,No,Urban,2
2261,41,Female,Latino,No,Yes,Rural,1
2262,35,Male,White,Yes,Yes,Rural,1
2263,27,Female,Others,Yes,Yes,Urban,4
2264,49,Female,Latino,No,Yes,Urban,1
2265,29,Female,Black,No,No,Urban,1
2266,19,Male,White,No,No,Rural,1
2267,22,Male,White,Yes,Yes,Urban,4
2268,49,Female,White,No,No,Urban,5
2269,44,Female,Latino,No,No,Rural,4
2270,31,Female,Black,No,Yes,Urban,1
2271,28,Female,White,No,No,Rural,2
2272,45,Female,White,No,No,Urban,4
2273,49,Female,Black,No,Yes,Urban,3
2274,36,Male,White,No,No,Urban,2
2275,30,Male,Latino,No,Yes,Rural,1
2276,34,Female,White,No,Yes,Urban,4
2277,46,Female,White,No,Yes,Urban,5
2278,63,Female,Black,Yes,Yes,Rural,3
2279,36,Male,White,No,Yes,Rural,1
2280,42,Male,White,Yes,Yes,Urban,1
2281,34,Female,White,No,No,Urban,2
2282,63,Male,Latino,No,No,Rural,1
2283,31,Male,White,No,No,Urban,1
2284,37,Female,White,Yes,Yes,Urban,4
2285,54,Male,White,No,No,Urban,3
2286,48,Female,White,Yes,Yes,Rural,3
2287,23,Male,Latino,No,No,Urban,3
2288,29,Male,Latino,No,Yes,Rural,4
2289,43,Male,White,Yes,No,Urban,1
2290,44,Male,Black,No,No,Urban,1
2291,32,Male,White,Yes,No,Urban,1
2292,28,Female,White,Yes,Yes,Urban,4
2293,43,Female,White,No,No,Rural,1
2294,24,Female,Asian,Yes,Yes,Rural,3
2295,55,Male,White,Yes,No,Urban,3
2296,41,Male,Black,No,No,Rural,1
2297,44,Female,Latino,No,No,Urban,1
2298,40,Female,White,Yes,Yes,Urban,1
2299,20,Female,White,No,Yes,Urban,3
2300,64,Female,Black,Yes,No,Urban,5
2301,35,Female,White,No,No,Urban,4
2302,29,Male,White,Yes,No,Urban,1
2303,21,Female,White,No,Yes,Urban,1
2304,35,Female,White,No,Yes,Urban,3
2305,38,Female,Black,Yes,No,Urban,5
2306,40,Female,White,No,Yes,Urban,3
2307,32,Male,White,No,Yes,Urban,3
2308,40,Female,Latino,No,Yes,Urban,2
2309,42,Female,Black,No,No,Urban,3
2310,31,Male,White,Yes,No,Rural,1
2311,20,Male,Asian,Yes,Yes,Rural,5
2312,40,Male,Black,Yes,Yes,Urban,4
2313,32,Female,White,Yes,Yes,Urban,3
2314,54,Male,White,Yes,No,Urban,4
2315,23,Female,White,No,Yes,Urban,2
2316,56,Male,Latino,No,Yes,Urban,1
2317,25,Male,Others,No,No,Urban,4
2318,28,Female,Latino,No,No,Urban,3
2319,40,Female,White,Yes,No,Rural,5
2320,34,Female,Black,No,Yes,Urban,4
2321,45,Male,White,No,Yes,Urban,4
2322,60,Female,White,No,Yes,Rural,3
2323,40,Male,White,No,No,Urban,2
2324,34,Female,White,Yes,Yes,Urban,2
2325,22,Female,White,No,Yes,Urban,3
2326,27,Female,Black,No,No,Rural,1
2327,35,Female,White,No,Yes,Urban,2
2328,40,Male,Black,Yes,Yes,Rural,2
2329,45,Female,Latino,No,No,Rural,5
2330,59,Male,White,No,Yes,Rural,3
2331,38,Female,Latino,No,No,Urban,5
2332,61,Male,White,No,No,Urban,1
2333,29,Female,White,No,Yes,Urban,3
2334,19,Female,Asian,No,Yes,Rural,1
2335,56,Male,White,No,No,Urban,4
2336,41,Female,White,No,No,Urban,4
2337,26,Male,White,No,No,Urban,2
2338,42,Male,White,Yes,No,Urban,4
2339,26,Female,Latino,Yes,No,Urban,4
2340,41,Male,White,Yes,Yes,Urban,4
2341,32,Male,White,No,No,Urban,4
2342,40,Male,White,No,Yes,Urban,4
2343,35,Male,White,No,No,Urban,4
2344,47,Female,White,No,Yes,Urban,5
2345,26,Female,Latino,Yes,No,Urban,4
2346,45,Male,White,No,No,Urban,3
2347,43,Female,White,No,Yes,Urban,4
2348,28,Male,White,No,No,Rural,4
2349,64,Female,White,No,Yes,Urban,3
2350,44,Male,White,No,No,Urban,1
2351,29,Male,White,Yes,Yes,Urban,4
2352,46,Male,White,Yes,No,Rural,1
2353,60,Male,Black,Yes,No,Rural,3
2354,56,Male,Black,No,Yes,Urban,2
2355,27,Female,White,No,No,Urban,1
2356,55,Female,Asian,No,No,Urban,1
2357,53,Male,Latino,No,Yes,Urban,4
2358,38,Male,White,No,Yes,Urban,1
2359,60,Female,Black,Yes,No,Rural,1
2360,23,Female,White,No,Yes,Urban,4
2361,38,Female,White,Yes,No,Rural,2
2362,58,Female,White,Yes,Yes,Urban,1
2363,50,Female,White,Yes,Yes,Urban,1
2364,28,Male,Black,No,No,Rural,1
2365,54,Female,White,No,Yes,Urban,2
2366,40,Male,White,No,No,Urban,5
2367,47,Female,White,No,No,Rural,5
2368,36,Female,White,No,Yes,Urban,4
2369,22,Male,Black,No,Yes,Rural,1
2370,32,Male,Latino,Yes,No,Urban,3
2371,43,Male,White,Yes,Yes,Urban,4
2372,52,Male,Latino,No,No,Urban,4
2373,62,Female,White,No,Yes,Urban,4
2374,51,Male,White,Yes,No,Rural,4
2375,33,Male,Latino,No,No,Rural,5
2376,33,Male,White,No,Yes,Urban,5
2377,64,Male,White,No,Yes,Rural,1
2378,52,Male,Latino,No,No,Urban,5
2379,31,Male,White,No,Yes,Rural,2
2380,45,Female,Latino,No,No,Urban,1
2381,51,Male,Asian,No,No,Urban,1
2382,58,Female,Asian,No,No,Urban,1
2383,61,Female,Others,No,No,Urban,5
2384,34,Female,White,No,Yes,Urban,5
2385,25,Male,White,Yes,No,Urban,2
2386,43,Female,White,No,Yes,Urban,5
2387,60,Female,White,Yes,No,Rural,5
2388,40,Female,White,No,Yes,Urban,5
2389,25,Male,White,No,No,Urban,2
2390,18,Female,Black,No,No,Urban,2
2391,36,Female,White,No,No,Urban,4
2392,21,Female,Black,No,Yes,Urban,3
2393,64,Male,White,No,Yes,Urban,2
2394,44,Female,White,No,Yes,Urban,3
2395,30,Female,White,No,No,Rural,1
2396,35,Male,Black,No,Yes,Urban,5
2397,22,Male,White,No,Yes,Urban,4
2398,61,Male,White,No,No,Urban,2
2399,35,Male,White,No,Yes,Urban,3
2400,38,Male,Latino,No,No,Urban,2
2401,18,Female,White,No,Yes,Urban,3
2402,38,Female,White,No,No,Urban,3
2403,44,Male,White,No,No,Rural,2
2404,49,Male,White,Yes,No,Urban,2
2405,37,Female,Latino,Yes,Yes,Urban,4
2406,63,Male,White,No,Yes,Urban,1
2407,18,Female,Black,Yes,No,Urban,4
2408,37,Male,White,No,Yes,Rural,3
2409,47,Male,White,No,Yes,Urban,1
2410,21,Male,White,No,No,Rural,1
2411,35,Female,White,Yes,Yes,Urban,4
2412,24,Male,Latino,No,Yes,Rural,5
2413,33,Female,White,No,No,Urban,3
2414,35,Male,Asian,No,No,Urban,4
2415,50,Female,Black,Yes,Yes,Urban,2
2416,45,Male,Black,No,Yes,Urban,3
2417,53,Male,White,No,No,Urban,3
2418,35,Male,Asian,No,No,Urban,2
2419,44,Female,White,No,Yes,Urban,1
2420,40,Male,Latino,Yes,Yes,Urban,4
2421,51,Male,White,No,No,Rural,3
2422,28,Female,White,No,No,Urban,3
2423,54,Male,White,No,Yes,Urban,2
2424,60,Male,White,Yes,No,Urban,2
2425,23,Female,White,Yes,No,Urban,2
2426,39,Female,White,No,Yes,Urban,4
2427,51,Male,White,No,No,Urban,1
2428,50,Female,White,No,No,Rural,4
2429,61,Female,White,No,Yes,Urban,5
2430,48,Female,White,No,No,Urban,4
2431,51,Male,White,No,Yes,Urban,1
2432,58,Male,Latino,No,Yes,Rural,4
2433,28,Female,Asian,No,No,Urban,5
2434,49,Female,Black,No,Yes,Rural,5
2435,27,Female,White,No,No,Urban,5
2436,23,Male,White,Yes,Yes,Urban,4
2437,37,Male,Latino,No,No,Rural,5
2438,44,Female,Latino,No,No,Urban,5
2439,30,Female,White,No,No,Urban,3
2440,22,Female,Latino,No,Yes,Urban,2
2441,60,Female,White,Yes,No,Urban,2
2442,19,Male,White,Yes,No,Urban,1
2443,44,Male,White,No,Yes,Urban,1
2444,56,Female,Latino,No,No,Urban,5
2445,63,Male,White,Yes,No,Urban,2
2446,19,Female,White,No,No,Urban,2
2447,34,Male,White,No,No,Urban,3
2448,40,Female,Black,No,Yes,Urban,3
2449,28,Male,White,No,No,Urban,5
2450,52,Female,Black,No,Yes,Urban,2
2451,41,Female,White,No,Yes,Urban,2
2452,63,Male,White,No,No,Urban,3
2453,33,Male,White,Yes,Yes,Urban,3
2454,24,Male,Latino,No,No,Urban,4
2455,28,Female,Asian,No,No,Urban,1
2456,53,Female,White,Yes,Yes,Rural,4
2457,25,Female,Asian,No,No,Urban,1
2458,44,Male,Latino,Yes,No,Urban,4
2459,61,Female,White,No,Yes,Urban,4
2460,44,Female,White,Yes,Yes,Urban,2
2461,63,Male,White,No,Yes,Urban,5
2462,24,Female,White,No,Yes,Urban,5
2463,64,Female,White,No,Yes,Urban,3
2464,20,Male,White,Yes,No,Urban,2
2465,63,Male,White,No,No,Urban,4
2466,23,Male,Others,No,No,Urban,4
2467,35,Female,White,No,No,Rural,4
2468,18,Female,Black,No,Yes,Urban,5
2469,20,Male,White,Yes,Yes,Urban,3
2470,20,Male,White,No,No,Urban,5
2471,38,Female,Latino,No,No,Urban,5
2472,19,Female,White,No,No,Urban,4
2473,56,Female,White,No,No,Urban,3
2474,26,Male,White,No,No,Urban,3
2475,28,Male,Black,No,Yes,Rural,3
2476,57,Female,Asian,No,No,Urban,5
2477,28,Male,White,Yes,No,Urban,5
2478,31,Male,White,No,No,Urban,4
2479,59,Female,Latino,Yes,No,Rural,5
2480,48,Male,White,No,Yes,Urban,3
2481,18,Male,Others,Yes,Yes,Urban,1
2482,58,Male,White,No,No,Urban,2
2483,38,Female,Black,Yes,No,Urban,3
2484,35,Female,White,No,Yes,Urban,5
2485,36,Female,White,No,No,Urban,5
2486,61,Female,White,No,Yes,Urban,2
2487,59,Male,White,Yes,Yes,Urban,2
2488,25,Female,Black,Yes,Yes,Rural,2
2489,22,Male,White,No,No,Urban,2
2490,62,Female,Latino,No,Yes,Rural,2
2491,28,Female,Latino,No,Yes,Urban,1
2492,36,Male,White,No,Yes,Rural,4
2493,18,Male,White,No,Yes,Urban,1
2494,18,Male,White,No,No,Urban,2
2495,36,Male,White,No,No,Urban,1
2496,29,Female,Asian,No,Yes,Urban,5
2497,50,Female,Black,No,Yes,Urban,3
2498,43,Male,Latino,Yes,Yes,Rural,5
2499,57,Female,Latino,No,Yes,Urban,3
2500,30,Female,White,Yes,Yes,Urban,5
2501,38,Female,White,No,No,Rural,4
2502,18,Male,White,Yes,No,Urban,1
2503,29,Male,White,No,No,Urban,1
2504,49,Female,Asian,No,Yes,Urban,1
2505,60,Female,White,No,Yes,Urban,5
2506,34,Male,Others,No,Yes,Urban,4
2507,42,Female,White,No,Yes,Urban,4
2508,60,Female,White,No,Yes,Urban,3
2509,52,Female,White,No,No,Urban,5
2510,64,Male,White,No,No,Rural,1
2511,54,Female,Asian,Yes,No,Urban,2
2512,43,Female,White,Yes,Yes,Rural,3
2513,29,Female,White,No,No,Rural,5
2514,57,Male,White,No,No,Urban,1
2515,30,Female,Latino,No,Yes,Urban,4
2516,37,Female,White,No,No,Urban,5
2517,64,Male,White,Yes,Yes,Urban,5
2518,58,Male,Black,No,No,Urban,2
2519,47,Male,White,No,Yes,Urban,2
2520,63,Male,White,No,No,Rural,5
2521,46,Female,Black,No,No,Urban,1
2522,49,Female,White,No,Yes,Urban,5
2523,50,Male,White,No,Yes,Rural,1
2524,23,Male,Black,No,Yes,Urban,3
2525,32,Male,Black,Yes,No,Urban,4
2526,21,Female,White,No,No,Rural,3
2527,48,Male,Black,No,Yes,Urban,1
2528,32,Male,Latino,No,Yes,Urban,4
2529,50,Female,White,Yes,Yes,Urban,4
2530,64,Female,Latino,Yes,No,Rural,3
2531,37,Male,Latino,No,Yes,Urban,3
2532,50,Male,Black,No,Yes,Urban,3
2533,35,Male,Latino,No,No,Urban,4
2534,56,Male,White,No,Yes,Urban,2
2535,27,Male,White,No,No,Urban,4
2536,20,Male,Black,Yes,Yes,Urban,4
2537,51,Female,Latino,No,No,Rural,2
2538,42,Female,White,Yes,No,Urban,1
2539,45,Male,Latino,No,Yes,Urban,1
2540,38,Male,Others,No,No,Urban,2
2541,32,Female,White,No,No,Urban,3
2542,21,Male,Latino,No,Yes,Rural,2
2543,44,Female,Latino,No,No,Urban,2
2544,53,Female,White,Yes,Yes,Urban,3
2545,47,Female,White,Yes,Yes,Urban,5
2546,28,Male,White,Yes,No,Rural,5
2547,61,Female,White,No,No,Urban,4
2548,42,Female,White,Yes,No,Rural,1
2549,47,Male,White,No,Yes,Urban,4
2550,52,Male,Latino,No,Yes,Rural,3
2551,45,Male,Black,No,No,Urban,4
